rok,vek,uzemi,uzemi_naz,oblast,oblast_naz,kraj,kraj_naz,okres,okres_naz,typ,pocet_ms,pocet_obyv
2022,2,CZ0,Česká republika,CZ01,Praha,CZ010,Hlavní město Praha,CZ0100,Praha,ms,3254,NA
2022,3,CZ0,Česká republika,CZ01,Praha,CZ010,Hlavní město Praha,CZ0100,Praha,ms,11745,NA
2022,4,CZ0,Česká republika,CZ01,Praha,CZ010,Hlavní město Praha,CZ0100,Praha,ms,12929,NA
2022,5,CZ0,Česká republika,CZ01,Praha,CZ010,Hlavní město Praha,CZ0100,Praha,ms,13534,NA
2022,6,CZ0,Česká republika,CZ01,Praha,CZ010,Hlavní město Praha,CZ0100,Praha,ms,2048,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0201,Benešov,ms,296,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0201,Benešov,ms,957,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0201,Benešov,ms,1104,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0201,Benešov,ms,1221,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0201,Benešov,ms,163,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0202,Beroun,ms,305,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0202,Beroun,ms,1089,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0202,Beroun,ms,1146,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0202,Beroun,ms,1161,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0202,Beroun,ms,179,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0203,Kladno,ms,440,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0203,Kladno,ms,1432,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0203,Kladno,ms,1708,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0203,Kladno,ms,1743,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0203,Kladno,ms,337,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0204,Kolín,ms,217,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0204,Kolín,ms,1050,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0204,Kolín,ms,1202,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0204,Kolín,ms,1263,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0204,Kolín,ms,252,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,ms,150,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,ms,621,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,ms,813,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,ms,831,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,ms,151,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0206,Mělník,ms,200,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0206,Mělník,ms,1016,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0206,Mělník,ms,1208,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0206,Mělník,ms,1271,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0206,Mělník,ms,271,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0207,Mladá Boleslav,ms,387,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0207,Mladá Boleslav,ms,1254,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0207,Mladá Boleslav,ms,1384,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0207,Mladá Boleslav,ms,1448,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0207,Mladá Boleslav,ms,242,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0208,Nymburk,ms,241,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0208,Nymburk,ms,1086,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0208,Nymburk,ms,1107,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0208,Nymburk,ms,1178,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0208,Nymburk,ms,194,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0209,Praha-východ,ms,473,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0209,Praha-východ,ms,2110,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0209,Praha-východ,ms,2527,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0209,Praha-východ,ms,2666,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0209,Praha-východ,ms,449,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020A,Praha-západ,ms,411,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020A,Praha-západ,ms,1691,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020A,Praha-západ,ms,1969,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020A,Praha-západ,ms,2052,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020A,Praha-západ,ms,355,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020B,Příbram,ms,385,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020B,Příbram,ms,1092,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020B,Příbram,ms,1215,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020B,Příbram,ms,1260,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020B,Příbram,ms,288,NA
2022,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020C,Rakovník,ms,181,NA
2022,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020C,Rakovník,ms,545,NA
2022,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020C,Rakovník,ms,590,NA
2022,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020C,Rakovník,ms,600,NA
2022,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ020C,Rakovník,ms,161,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0311,České Budějovice,ms,791,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0311,České Budějovice,ms,2004,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0311,České Budějovice,ms,2119,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0311,České Budějovice,ms,2264,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0311,České Budějovice,ms,475,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0312,Český Krumlov,ms,268,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0312,Český Krumlov,ms,572,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0312,Český Krumlov,ms,657,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0312,Český Krumlov,ms,613,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0312,Český Krumlov,ms,151,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0313,Jindřichův Hradec,ms,416,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0313,Jindřichův Hradec,ms,824,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0313,Jindřichův Hradec,ms,820,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0313,Jindřichův Hradec,ms,877,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0313,Jindřichův Hradec,ms,211,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0314,Písek,ms,264,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0314,Písek,ms,652,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0314,Písek,ms,643,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0314,Písek,ms,718,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0314,Písek,ms,173,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0315,Prachatice,ms,226,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0315,Prachatice,ms,475,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0315,Prachatice,ms,541,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0315,Prachatice,ms,511,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0315,Prachatice,ms,120,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0316,Strakonice,ms,277,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0316,Strakonice,ms,589,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0316,Strakonice,ms,721,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0316,Strakonice,ms,734,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0316,Strakonice,ms,149,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0317,Tábor,ms,325,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0317,Tábor,ms,917,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0317,Tábor,ms,1096,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0317,Tábor,ms,1082,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ031,Jihočeský kraj,CZ0317,Tábor,ms,261,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0321,Domažlice,ms,213,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0321,Domažlice,ms,475,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0321,Domažlice,ms,551,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0321,Domažlice,ms,568,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0321,Domažlice,ms,130,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0322,Klatovy,ms,285,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0322,Klatovy,ms,707,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0322,Klatovy,ms,801,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0322,Klatovy,ms,848,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0322,Klatovy,ms,182,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0323,Plzeň-město,ms,364,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0323,Plzeň-město,ms,1635,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0323,Plzeň-město,ms,1959,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0323,Plzeň-město,ms,1973,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0323,Plzeň-město,ms,407,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0324,Plzeň-jih,ms,158,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0324,Plzeň-jih,ms,601,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0324,Plzeň-jih,ms,699,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0324,Plzeň-jih,ms,760,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0324,Plzeň-jih,ms,130,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0325,Plzeň-sever,ms,247,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0325,Plzeň-sever,ms,702,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0325,Plzeň-sever,ms,853,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0325,Plzeň-sever,ms,792,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0325,Plzeň-sever,ms,203,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0326,Rokycany,ms,121,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0326,Rokycany,ms,438,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0326,Rokycany,ms,514,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0326,Rokycany,ms,499,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0326,Rokycany,ms,109,NA
2022,2,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0327,Tachov,ms,146,NA
2022,3,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0327,Tachov,ms,450,NA
2022,4,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0327,Tachov,ms,510,NA
2022,5,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0327,Tachov,ms,571,NA
2022,6,CZ0,Česká republika,CZ03,Jihozápad,CZ032,Plzeňský kraj,CZ0327,Tachov,ms,109,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0411,Cheb,ms,220,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0411,Cheb,ms,688,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0411,Cheb,ms,758,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0411,Cheb,ms,870,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0411,Cheb,ms,182,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0412,Karlovy Vary,ms,390,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0412,Karlovy Vary,ms,879,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0412,Karlovy Vary,ms,965,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0412,Karlovy Vary,ms,949,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0412,Karlovy Vary,ms,120,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0413,Sokolov,ms,316,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0413,Sokolov,ms,681,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0413,Sokolov,ms,733,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0413,Sokolov,ms,755,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ041,Karlovarský kraj,CZ0413,Sokolov,ms,104,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0421,Děčín,ms,369,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0421,Děčín,ms,915,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0421,Děčín,ms,1039,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0421,Děčín,ms,1255,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0421,Děčín,ms,229,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0422,Chomutov,ms,386,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0422,Chomutov,ms,1027,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0422,Chomutov,ms,1083,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0422,Chomutov,ms,1163,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0422,Chomutov,ms,205,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0423,Litoměřice,ms,440,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0423,Litoměřice,ms,1072,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0423,Litoměřice,ms,1143,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0423,Litoměřice,ms,1245,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0423,Litoměřice,ms,253,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0424,Louny,ms,251,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0424,Louny,ms,675,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0424,Louny,ms,779,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0424,Louny,ms,839,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0424,Louny,ms,186,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0425,Most,ms,285,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0425,Most,ms,717,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0425,Most,ms,835,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0425,Most,ms,980,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0425,Most,ms,104,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0426,Teplice,ms,260,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0426,Teplice,ms,975,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0426,Teplice,ms,1117,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0426,Teplice,ms,1180,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0426,Teplice,ms,140,NA
2022,2,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0427,Ústí nad Labem,ms,371,NA
2022,3,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0427,Ústí nad Labem,ms,908,NA
2022,4,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0427,Ústí nad Labem,ms,1001,NA
2022,5,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0427,Ústí nad Labem,ms,1116,NA
2022,6,CZ0,Česká republika,CZ04,Severozápad,CZ042,Ústecký kraj,CZ0427,Ústí nad Labem,ms,107,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0511,Česká Lípa,ms,436,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0511,Česká Lípa,ms,911,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0511,Česká Lípa,ms,963,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0511,Česká Lípa,ms,1131,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0511,Česká Lípa,ms,181,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0512,Jablonec nad Nisou,ms,240,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0512,Jablonec nad Nisou,ms,808,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0512,Jablonec nad Nisou,ms,897,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0512,Jablonec nad Nisou,ms,991,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0512,Jablonec nad Nisou,ms,211,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0513,Liberec,ms,440,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0513,Liberec,ms,1513,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0513,Liberec,ms,1756,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0513,Liberec,ms,1869,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0513,Liberec,ms,459,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0514,Semily,ms,241,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0514,Semily,ms,702,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0514,Semily,ms,729,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0514,Semily,ms,817,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ051,Liberecký kraj,CZ0514,Semily,ms,195,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0521,Hradec Králové,ms,380,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0521,Hradec Králové,ms,1563,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0521,Hradec Králové,ms,1619,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0521,Hradec Králové,ms,1780,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0521,Hradec Králové,ms,423,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0522,Jičín,ms,253,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0522,Jičín,ms,726,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0522,Jičín,ms,777,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0522,Jičín,ms,836,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0522,Jičín,ms,226,NA
2022,2,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0523,Náchod,ms,331,NA
2022,3,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0523,Náchod,ms,924,NA
2022,4,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0523,Náchod,ms,1037,NA
2022,5,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0523,Náchod,ms,1057,NA
2022,6,CZ0,Česká republika,CZ05,Severovýchod,CZ052,Královéhradecký kraj,CZ0523,Náchod,ms,257,NA
